School Number,Board Number,School Name,School Type,School Level,Phone Number,School Website
945064,B66150,Stamford Collegiate,Public,Secondary,905-354-7409,http://stamford.dsbn.org/
535419,B66150,Steele Street Public School,Public,Elementary,905-834-4333,http://steelestreet.dsbn.org/
536636,B66150,Stevensville Public School,Public,Elementary,905-382-3122,http://stevensville.dsbn.org/
948055,B66150,Thorold Secondary School,Public,Secondary,905-227-1188,http://tss.dsbn.org/
254519,B66150,Twenty Valley Public School,Public,Elementary,,
569348,B66150,Valley Way Public School,Public,Elementary,905-356-6611,http://valleyway.dsbn.org/
573507,B66150,Victoria Public School,Public,Elementary,905-354-1321,http://victoria.dsbn.org/
947180,B66150,Welland Centennial Secondary School,Public,Secondary,905-735-0700,http://centennial.dsbn.org/
156841,B66150,Wellington Heights Public School,Public,Elementary,905-892-3251,http://ewfarr.dsbn.org/
951561,B66150,West Niagara Secondary School,Public,Secondary,,https://westniagara.dsbn.org/
598984,B66150,Westdale Public School,Public,Elementary,905-682-9284,http://westdale.dsbn.org/
952214,B66150,Westlane Secondary School,Public,Secondary,905-356-2401,http://westlane.dsbn.org/
602493,B66150,Westmount Public School,Public,Elementary,905-227-3827,http://westmount.dsbn.org/
607436,B66150,William E Brown Public School,Public,Elementary,905-899-3471,http://webrown.dsbn.org/
510530,B66150,William Hamilton Merritt Public School,Public,Elementary,905-937-0510,http://sheridanpark.dsbn.org/
581178,B66150,Winger Public School,Public,Elementary,905-899-3821,http://winger.dsbn.org/
618870,B66150,Woodland Public School,Public,Elementary,905-685-1331,http://woodland.dsbn.org/
045578,B28002,Bertha Shaw Public School,Public,Elementary,705-360-8052,www.dsb1.ca/schools/berthashaw
097969,B28002,Central School,Public,Elementary,705-567-4030,www.dsb1.ca/schools/central
252018,B28002,Clayton Brown Public School,Public,Elementary,705-362-4591,www.dsb1.ca/schools/clayton
902292,B28002,Cochrane High School,Public,Secondary,705-272-4372,www.dsb1.ca/schools/eschs
114073,B28002,Cochrane Public School,Public,Elementary,705-272-3246,www.dsb1.ca/schools/cochrane
140210,B28002,Diamond Jubilee Public School,Public,Elementary,705-335-2811,www.dsb1.ca/schools/diamond
282170,B28002,Elk Lake Public School,Public,Elementary,705-678-2229,www.dsb1.ca/schools/elklake
908924,B28002,Englehart High School,Public,Secondary,705-544-2337,www.dsb1.ca/schools/ehs
181552,B28002,Englehart Public School,Public,Elementary,705-544-2345,www.dsb1.ca/schools/englehart
619738,B28002,Englehart Secondary School (Elementary),Public,Elementary,705-544-2337,
193771,B28002,Federal Public School,Public,Elementary,705-567-5288,http://www.dsb1.ca/schools/federal
221554,B28002,Golden Avenue Public School,Public,Elementary,705-360-8054,http://www.dsb1.ca/schools/golden
916293,B28002,Hearst High School,Public,Secondary,705-362-4591,http://www.dsb1.ca/schools/hhs
076104,B28002,Iroquois Falls Public School,Public,Elementary,705-232-6651,http://www.dsb1.ca/schools/ifps
918288,B28002,Iroquois Falls Secondary School,Public,Secondary,705-258-3921,http://www.dsb1.ca/ifss
600222,B28002,Iroquois Falls Secondary School (Elementary),Public,Elementary,705-258-3921,
347957,B28002,Joseph H Kennedy Public School,Public,Elementary,705-273-2324,http://www.dsb1.ca/schools/jhk
919063,B28002,Kapuskasing District High School,Public,Secondary,705-335-6164,http://www.dsb1.ca/schools/kdhs
291048,B28002,Kerns Public School,Public,Elementary,705-647-0225,http://www.dsb1.ca/schools/kerns/index.php
296600,B28002,Kirkland Lake District Composite Elementary School,Public,Elementary,705-567-4981,http://www.dsb1.ca/schools/kldcs/index.php
920363,B28002,Kirkland Lake District Composite Secondary School,Public,Secondary,705-567-4981,http://www.dsb1.ca/schools/kldcs/index.php
384224,B28002,New Liskeard Public School,Public,Elementary,705-647-7341,http://www.dsb1.ca/schools/nlps
933287,B28002,PACE,Public,Secondary,705-360-8058,http://www.dsb1.ca/pace/
445061,B28002,Pinecrest Public School,Public,Elementary,705-264-7972,http://www.dsb1.ca/schools/pinecrest
468371,B28002,R Ross Beattie Senior Public School,Public,Elementary,705-264-9438,http://www.dsb1.ca/schools/rrb
943509,B28002,Roland Michener Secondary School,Public,Secondary,705-360-8056,http://www.dsb1.ca/schools/rmss/index.php
428797,B28002,Roland Michener Secondary School (Elementary),Public,Elementary,705-360-8056,http://www.dsb1.ca/rmss
502030,B28002,Schumacher Public School,Public,Elementary,705-360-1780,http://www.dsb1.ca/schools/schumacher
519294,B28002,Smooth Rock Falls Public School,Public,Elementary,705-338-2755,http://www.dsb1.edu.ca/schools/srfps
550809,B28002,Temagami Public School,Public,Elementary,705-569-3450,www.dsb1.ca/schools/temagami
946940,B28002,Timiskaming District Secondary School,Public,Secondary,705-647-7336,http://www.dsb1.ca/tdss/
050571,B28002,Timiskaming District Secondary School (Elementary),Public,Elementary,705-647-7336,http://www.dsb1.ca/schools/tdss
270291,B28002,Timmins Centennial Public School,Public,Elementary,705-264-8282,http://www.dsb1.ca/schools/tcps/index.php
948578,B28002,Timmins High and Vocational School,Public,Secondary,705-360-1411,http://www.dsb1.ca/schools/thvs
361747,B28002,W Earle Miller Public School,Public,Elementary,705-268-5555,http://www.dsb1.ca/schools/wemiller
685461,B67083,All Saints Catholic School,Catholic,Elementary,905-828-6348,http://www.dpcdsb.org/ALLST
687308,B67083,Ascension of Our Lord Secondary School,Catholic,Secondary,905-676-1287,http://www.dpcdsb.org/ASCEN
689556,B67083,Bishop Francis Allen Catholic School,Catholic,Elementary,905-457-4677,http://www.dpcdsb.org/BFALN
706418,B67083,Blessed Michael J. McGivney Catholic Elementary School,Catholic,Elementary,905-792-0630,http://www.dpcdsb.org/GIVNY
693715,B67083,Canadian Martyrs School,Catholic,Elementary,905-275-0094,http://www.dpcdsb.org/CMART
749813,B67083,Cardinal Ambrozic Catholic Secondary School,Catholic,Secondary,,http://www.dpcdsb.org/AMBRO
850888,B67083,Cardinal Leger Secondary School,Catholic,Secondary,905-453-2232,http://www.dpcdsb.org/LEGER
697095,B67083,Christ The King Catholic School,Catholic,Elementary,905-569-0220,http://www.dpcdsb.org/CKING
701807,B67083,Corpus Christi School,Catholic,Elementary,905-897-7037,http://www.dpcdsb.org/CORPC
703222,B67083,Divine Mercy School,Catholic,Elementary,905-812-5445,http://www.dpcdsb.org/DMRCY
696307,B67083,Father C W Sullivan Catholic School,Catholic,Elementary,905-453-5020,http://www.dpcdsb.org/CWSUL
706337,B67083,Father Clair Tipping School,Catholic,Elementary,905-789-1741,http://www.dpcdsb.org/FCTIP
857238,B67083,Father Daniel Zanon Elementary School,Catholic,Elementary,905-279-3722,http://www.dpcdsb.org/ZANON
730441,B67083,Father Francis McSpiritt Catholic Elementary School,Catholic,Elementary,905-794-5031,http://www.dpcdsb.org/MCSPI
706957,B67083,Father Michael Goetz Secondary School,Catholic,Secondary,905-277-0326,http://www.dpcdsb.org/GOETZ
708038,B67083,Georges Vanier Catholic School,Catholic,Elementary,905-792-2251,http://www.dpcdsb.org/GVANI
708070,B67083,Good Shepherd Catholic Elementary School,Catholic,Elementary,905-791-1039,http://www.dpcdsb.org/GSHEP
708143,B67083,Guardian Angels Catholic Elementary School,Catholic,Elementary,905-595-0909,http://www.dpcdsb.org/GANGL
714909,B67083,Holy Cross School,Catholic,Elementary,905-677-5660,http://www.dpcdsb.org/HCROS
716405,B67083,Holy Family School,Catholic,Elementary,905-857-1300,http://www.dpcdsb.org/HOFAM
718114,B67083,Holy Name of Mary Secondary School,Catholic,Secondary,905-458-5541,http://www.dpcdsb.org/HNMRY
819219,B67083,Holy Spirit Catholic Elementary School,Catholic,Elementary,905-794-8039,http://www.dpcdsb.org/SPRIT
722790,B67083,Iona Secondary School,Catholic,Secondary,905-823-0136,http://www.dpcdsb.org/IONAS
724564,B67083,John Cabot Catholic Secondary School,Catholic,Secondary,905-279-1554,http://www.dpcdsb.org/CABOT
726494,B67083,Lester B Pearson Catholic School,Catholic,Elementary,905-793-4861,http://www.dpcdsb.org/LBPEA
798118,B67083,Loyola Catholic Secondary School,Catholic,Secondary,,http://www.dpcdsb.org/LOYOL
730742,B67083,Mary Fix Catholic School,Catholic,Elementary,905-270-3140,http://www.dpcdsb.org/MAFIX
731447,B67083,Metropolitan Andrei Catholic School,Catholic,Elementary,905-270-4151,http://www.dpcdsb.org/ANDRE
690694,B67083,Notre Dame Catholic Secondary School,Catholic,Secondary,905-840-2802,http://www.dpcdsb.org/NDAME
742171,B67083,Our Lady of Fatima School,Catholic,Elementary,905-459-4737,http://www.dpcdsb.org/OLFAT
742821,B67083,Our Lady of Good Voyage Catholic School,Catholic,Elementary,905-567-8422,http://www.dpcdsb.org/OLGDV
782606,B67083,Our Lady of Lourdes Catholic Elementary School,Catholic,Elementary,,http://www.dpcdsb.org/LOURD
747440,B67083,Our Lady of Mercy Elementary School,Catholic,Elementary,905-814-9216,http://www.dpcdsb.org/OLMCY
742333,B67083,Our Lady of Mount Carmel Secondary School,Catholic,Secondary,905-824-1025,http://www.dpcdsb.org/CARMS
749087,B67083,Our Lady of Peace School,Catholic,Elementary,905-452-7010,http://www.dpcdsb.org/OLPCE
747882,B67083,Our Lady of Providence Elementary School,Catholic,Elementary,905-458-7080,http://www.dpcdsb.org/PROVI
750042,B67083,Pauline Vanier Catholic Elementary School,Catholic,Elementary,905-455-1001,http://www.dpcdsb.org/PVANI
751430,B67083,Philip Pocock Catholic Secondary School,Catholic,Secondary,905-602-6172,http://www.dpcdsb.org/POCOK
752029,B67083,Queen of Heaven School,Catholic,Elementary,905-278-9771,http://www.dpcdsb.org/QHEAV
753211,B67083,Robert F Hall Catholic Secondary School,Catholic,Secondary,905-584-1670,http://www.dpcdsb.org/RFHAL
867942,B67083,Sacred Heart Separate School,Catholic,Elementary,905-846-0802,http://www.dpcdsb.org/HEART
759481,B67083,San Lorenzo Ruiz Elementary School,Catholic,Elementary,905-501-0400,http://www.dpcdsb.org/LRUIZ
770434,B67083,St Agnes Separate School,Catholic,Elementary,905-840-5020,http://www.dpcdsb.org/AGNES
766364,B67083,St Albert of Jerusalem Elementary School,Catholic,Elementary,905-785-9298,http://www.dpcdsb.org/ALBER
759562,B67083,St Alfred School,Catholic,Elementary,905-625-0584,http://www.dpcdsb.org/ALFRD
767255,B67083,St Aloysius Gonzaga Secondary School,Catholic,Secondary,905-820-3900,http://www.dpcdsb.org/GONZA
772496,B67083,St Andrew School,Catholic,Elementary,519-942-0262,http://www.dpcdsb.org/ANDRW
770620,B67083,St Angela Merici Catholic Elementary School,Catholic,Elementary,905-840-1505,http://www.dpcdsb.org/MERIC
771759,B67083,St Anne Separate School,Catholic,Elementary,905-459-7621,http://www.dpcdsb.org/ANNEE
773530,B67083,St Anthony School,Catholic,Elementary,905-792-2282,http://www.dpcdsb.org/ANTHY
775606,B67083,St Augustine Secondary School,Catholic,Secondary,905-450-9993,http://www.dpcdsb.org/AUGST
776092,B67083,St Basil School,Catholic,Elementary,905-624-4529,http://www.dpcdsb.org/BASIL
776742,B67083,St Benedict Elementary School,Catholic,Elementary,519-942-5980,http://www.dpcdsb.org/BENED
777528,B67083,St Bernadette Elementary School,Catholic,Elementary,905-501-9498,http://www.dpcdsb.org/BERNA
780804,B67083,St Brigid School,Catholic,Elementary,905-454-0316,http://www.dpcdsb.org/BRIGD
781401,B67083,St Catherine of Siena School,Catholic,Elementary,905-277-2448,http://www.dpcdsb.org/SIENA
781819,B67083,St Cecilia Elementary School,Catholic,Elementary,905-459-0575,http://www.dpcdsb.org/CCILA
783870,B67083,St Christopher School,Catholic,Elementary,905-822-0721,http://www.dpcdsb.org/CHRIS
784290,B67083,St Clare School,Catholic,Elementary,905-820-2227,http://www.dpcdsb.org/CLARE
785393,B67083,St Cornelius School,Catholic,Elementary,905-584-2245,http://www.dpcdsb.org/CORNE
785997,B67083,St David of Wales Separate School,Catholic,Elementary,905-848-4200,http://www.dpcdsb.org/DWALE
786730,B67083,St Dominic Separate School,Catholic,Elementary,905-278-9821,http://www.dpcdsb.org/DOMNC
690031,B67083,St Edith Stein Elementary School,Catholic,Elementary,905-824-5777,http://www.dpcdsb.org/STEIN
788511,B67083,St Edmund Campion Secondary School,Catholic,Secondary,905-846-7124,http://www.dpcdsb.org/CAMPI
787647,B67083,St Edmund Separate School,Catholic,Elementary,905-277-8962,http://www.dpcdsb.org/EDMUN
789143,B67083,St Elizabeth Seton School,Catholic,Elementary,905-821-2277,http://www.dpcdsb.org/SETON
789763,B67083,St Faustina Elementary School,Catholic,Elementary,905-821-2607,http://www.dpcdsb.org/FAUST
792586,B67083,St Francis Xavier Elementary School,Catholic,Elementary,905-459-0646,http://www.dpcdsb.org/STFXE
792594,B67083,St Francis Xavier Secondary School,Catholic,Secondary,905-507-6666,http://www.dpcdsb.org/STFXS
792020,B67083,St Francis of Assisi School,Catholic,Elementary,905-822-3183,http://www.dpcdsb.org/ASSIS
794791,B67083,St Gerard Separate School,Catholic,Elementary,905-277-4512,http://www.dpcdsb.org/GERAR
795852,B67083,St Gregory School,Catholic,Elementary,905-814-5237,http://www.dpcdsb.org/GREGO
796468,B67083,St Helen Separate School,Catholic,Elementary,905-822-4564,http://www.dpcdsb.org/HELEN
797316,B67083,St Herbert School,Catholic,Elementary,905-858-1171,http://www.dpcdsb.org/HERBT
797278,B67083,St Hilary Elementary School,Catholic,Elementary,905-568-0056,http://www.dpcdsb.org/HILRY
798274,B67083,St Isaac Jogues Elementary School,Catholic,Elementary,905-799-2558,http://www.dpcdsb.org/JOGUE
800465,B67083,St Jean Brebeuf Separate School,Catholic,Elementary,905-791-8529,http://www.dpcdsb.org/JBREB
801100,B67083,St Jerome Separate School,Catholic,Elementary,905-273-3836,http://www.dpcdsb.org/JEROM
801178,B67083,St Joachim Separate School,Catholic,Elementary,905-453-4472,http://www.dpcdsb.org/JOACH
690708,B67083,St John Bosco School,Catholic,Elementary,905-792-0890,http://www.dpcdsb.org/BOSCO
803502,B67083,St John Fisher Separate School,Catholic,Elementary,905-793-8900,http://www.dpcdsb.org/JFISH
801577,B67083,St John of the Cross School,Catholic,Elementary,905-824-3058,http://www.dpcdsb.org/JCROS
680435,B67083,St John the Baptist Elementary School,Catholic,Elementary,905-951-8788,http://www.dpcdsb.org/JBAPT
806889,B67083,St Joseph School,Catholic,Elementary,905-451-8501,http://www.dpcdsb.org/JOEBR
806919,B67083,St Joseph Secondary School,Catholic,Secondary,905-812-1376,http://www.dpcdsb.org/JOESS
811041,B67083,St Joseph Separate School,Catholic,Elementary,905-826-4422,http://www.dpcdsb.org/JOEST
816396,B67083,St Jude School,Catholic,Elementary,905-568-3720,http://www.dpcdsb.org/JUDEE
800007,B67083,St Julia Catholic Elementary School,Catholic,Elementary,905-795-2706,http://www.dpcdsb.org/JULIA
816906,B67083,St Kevin School,Catholic,Elementary,905-450-0571,http://www.dpcdsb.org/KEVIN
818500,B67083,St Leonard School,Catholic,Elementary,905-846-2086,http://www.dpcdsb.org/LENRD
819883,B67083,St Louis School,Catholic,Elementary,905-822-8251,http://www.dpcdsb.org/LOUIS
819433,B67083,St Luke Catholic Elementary School,Catholic,Elementary,905-274-2760,http://www.dpcdsb.org/LUKEE
821381,B67083,St Marcellinus Secondary School,Catholic,Secondary,905-564-6614,http://www.dpcdsb.org/MARCL
750298,B67083,St Margaret of Scotland School,Catholic,Elementary,905-820-5115,http://www.dpcdsb.org/SCOTL
822639,B67083,St Marguerite Bourgeoys Separate School,Catholic,Elementary,905-454-3979,http://www.dpcdsb.org/MBOUR
822655,B67083,St Marguerite d'Youville Secondary School,Catholic,Secondary,905-789-5560,http://www.dpcdsb.org/DYOUV
821365,B67083,St Maria Goretti Elementary School,Catholic,Elementary,905-454-4458,http://www.dpcdsb.org/GORET
823090,B67083,St Mark Separate School,Catholic,Elementary,905-820-9477,http://www.dpcdsb.org/MARKE
823953,B67083,St Martin Secondary School,Catholic,Secondary,905-279-3171,http://www.dpcdsb.org/MARTN
824950,B67083,St Mary Elementary School,Catholic,Elementary,905-451-1020,http://www.dpcdsb.org/MRYBR
832308,B67083,St Matthew Separate School,Catholic,Elementary,905-890-6898,http://www.dpcdsb.org/MATHW
835536,B67083,St Monica Elementary School,Catholic,Elementary,905-454-6346,http://www.dpcdsb.org/MONIC
836036,B67083,St Nicholas Elementary School,Catholic,Elementary,905-857-7582,http://www.dpcdsb.org/NICHO
839256,B67083,St Patrick School,Catholic,Elementary,905-794-0411,http://www.dpcdsb.org/PATRK
841730,B67083,St Paul Secondary School,Catholic,Secondary,905-278-3994,http://www.dpcdsb.org/PAULS
