School Number,Board Number,School Name,School Type,School Level,Street,Municipality,City,Province,Postal Code,Fax Number,Latitude,Longitude,Phone Number,School Website
281654,B66150,James Morden Public School,Public,Elementary,7112 Dorchester Rd,Niagara Falls,Niagara Falls,Ontario,L2G5V6,905-358-5550,43.07239,-79.1093,905-358-5011,http://jamesmorden.dsbn.org/
264237,B66150,Jeanne Sauve Public School,Public,Elementary,91 Bunting Road,St. Catharines,St. Catharines,Ontario,L2P3G8,,43.16133,-79.2111,,
001649,B66150,John Brant Public School,Public,Elementary,143 Ridge Road,Fort Erie,Ridgeway,Ontario,L0S1N0,,42.87863,-79.0522,,
283991,B66150,John Marshall Public School,Public,Elementary,3910 St James Ave,Niagara Falls,Niagara Falls,Ontario,L2J2R3,905-358-8482,43.11665,-79.1026,905-358-3711,http://jmarshall.dsbn.org/
287660,B66150,Kate S Durdan Public School,Public,Elementary,6855 Kalar Rd,St. Catharines,Niagara Falls,Ontario,L2H2T3,905-356-7063,43.0754,-79.137,905-356-0488,http://katedurdan.dsbn.org/
304921,B66150,Lakeview Public School,Public,Elementary,33 Olive St,Grimsby,Grimsby,Ontario,L3M2B9,905-945-5428,43.201,-79.5616,905-945-5427,http://lakeview.dsbn.org/
921750,B66150,Laura Secord Secondary School,Public,Secondary,349 Niagara St,St. Catharines,St Catharines,Ontario,L2M4V9,905-934-8502,43.1838,-79.2262,905-934-8501,http://secord.dsbn.edu.on.ca/
922854,B66150,Lifetime Learning Centre Secondary School,Public,Secondary,535 Lake St,St. Catharines,St Catharines,Ontario,L2N4H7,905-646-9377,43.1922,-79.2529,905-646-3737,http://www.dsbn.edu.on.ca/llc
313114,B66150,Lincoln Centennial Public School,Public,Elementary,348 Scott St,St. Catharines,St Catharines,Ontario,L2N1J5,905-937-7266,43.18672,-79.2335,905-937-5110,http://lincolncent.dsbn.org/
318086,B66150,Lockview Public School,Public,Elementary,505 Bunting Rd,St. Catharines,St Catharines,Ontario,L2M3A9,905-934-4048,43.1995,-79.2117,905-934-3331,http://lockview.dsbn.org/
253153,B66150,Marshville Public School,Public,Elementary,31950 Sugarloaf Street,Wainfleet,Wainfleet,Ontario,L0S1V0,,42.921038,-79.3744,,
344834,B66150,Martha Cullimore Public School,Public,Elementary,3155 St Andrew Ave,Niagara Falls,Niagara Falls,Ontario,L2J2R7,905-358-6416,43.1267,-79.1059,905-358-5142,http://marthac.dsbn.org/
352500,B66150,McKay Public School,Public,Elementary,320 Fielden Ave,Port Colborne,Port Colborne,Ontario,L3K4T7,905-834-1140,42.89113,-79.2578,905-834-4753,http://mckay.dsbn.org/
382868,B66150,Nelles Public School,Public,Elementary,118 Main St E,Grimsby,Grimsby,Ontario,L3M1N8,905-945-4277,43.1883,-79.5512,905-945-8022,http://nelles.dsbn.org/
414514,B66150,Oakridge Public School,Public,Elementary,1 Marsdale Avenue,St. Catharines,St Catharines,Ontario,L2T3R7,905-684-6580,43.13692,-79.243,905-684-6589,http://oakridge.dsbn.org/
414905,B66150,Oakwood Public School,Public,Elementary,255 Omer Ave,Port Colborne,Port Colborne,Ontario,L3K3Z1,905-834-6944,42.90109,-79.2632,905-834-9732,http://oakwood.dsbn.org/
417521,B66150,Ontario Public School,Public,Elementary,550 Allanburg Rd,Thorold,Thorold,Ontario,L2V1A8,905-227-8804,43.09308,-79.1986,905-227-2851,http://ontario.dsbn.org/
419320,B66150,Orchard Park Public School,Public,Elementary,3691 Dorchester Rd,Niagara Falls,Niagara Falls,Ontario,L2J3A6,905-354-2909,43.11919,-79.1127,905-354-3916,http://orchardpark.dsbn.org/
433357,B66150,Park Public School,Public,Elementary,217 Main St E,Grimsby,Grimsby,Ontario,L3M1P5,905-945-2536,43.1862,-79.5346,905-945-2445,http://park.dsbn.org/
436747,B66150,Parnall Public School,Public,Elementary,507 Geneva St,St. Catharines,St Catharines,Ontario,L2N2H7,905-934-3349,43.1946,-79.2428,905-934-3348,http://parnall.dsbn.org/
557773,B66150,Peace Bridge Public School,Public,Elementary,105 Torrance St,Fort Erie,Fort Erie,Ontario,L2A2C1,905-871-5383,42.91472,-78.925,905-871-5962,http://peacebridge.dsbn.org/
514780,B66150,Pine Grove Public School,Public,Elementary,690 Lake St,St. Catharines,St Catharines,Ontario,L2N4J5,905-935-0173,43.2035,-79.2518,905-935-1901,http://pinegrove.dsbn.org/
449350,B66150,Plymouth Public School,Public,Elementary,111 First St,Welland,Welland,Ontario,L3B4S1,905-732-2728,42.9828,-79.245,905-732-4110,http://plymouth.dsbn.org/
935700,B66150,Port Colborne High School,Public,Secondary,211 Elgin St,Port Colborne,Port Colborne,Ontario,L3K3K4,905-835-1085,42.8887,-79.2585,905-835-1186,http://porthigh.dsbn.org/
451568,B66150,Port Weller Public School,Public,Elementary,273 Parnell Rd,St. Catharines,St Catharines,Ontario,L2M1W4,905-934-2043,43.2139,-79.2147,905-934-3322,http://portweller.dsbn.org/
452084,B66150,Power Glen School,Public,Elementary,34 Westland St,St. Catharines,St Catharines,Ontario,L2S4C1,905-684-7109,43.1301,-79.2658,905-684-7429,http://powerglen.dsbn.org/
455989,B66150,Prince Philip Public School,Public,Elementary,600 Vine St,St. Catharines,St Catharines,Ontario,L2M3V1,905-934-9971,43.2066,-79.2311,905-934-2525,http://princephilipn.dsbn.org/
456110,B66150,Prince Philip Public School,Public,Elementary,3112 Dorchester Rd N,Niagara Falls,Niagara Falls,Ontario,L2J2Z7,905-356-2163,43.1268,-79.1109,905-356-0521,http://princephilips.dsbn.org/
455075,B66150,Prince of Wales Public School,Public,Elementary,95 Facer St,St. Catharines,St Catharines,Ontario,L2M5J6,905-937-7691,43.1775,-79.222,905-937-2225,http://princewalesn.dsbn.org/
455202,B66150,Prince of Wales Public School,Public,Elementary,40 Pine St S,Thorold,Thorold,Ontario,L2V3L4,905-227-5696,43.12244,-79.2026,905-227-1321,http://princewaless.dsbn.org/
457540,B66150,Princess Elizabeth Public School,Public,Elementary,330 Scholfield Ave S,Welland,Welland,Ontario,L3B1P2,905-734-3161,42.98509,-79.2326,905-734-3460,http://princesseliz.dsbn.org/
458066,B66150,Princess Margaret Public School,Public,Elementary,6624 Culp St,Niagara Falls,Niagara Falls,Ontario,L2G2C4,905-354-2413,43.08499,-79.1049,905-354-2333,http://princessm.dsbn.org/
461415,B66150,Quaker Road Public School,Public,Elementary,333 Quaker Rd,Welland,Welland,Ontario,L3C3G7,905-732-4677,43.0216,-79.2616,905-732-5412,http://quakerroad.dsbn.org/
483117,B66150,Richmond Street Public School,Public,Elementary,153 Richmond St,Thorold,Thorold,Ontario,L2V3H3,905-227-9525,43.11686,-79.2144,905-227-2971,http://richmond.dsbn.org/
485365,B66150,River View Public School,Public,Elementary,3300 Cattell Dr,Niagara Falls,Niagara Falls,Ontario,L2G6M9,905-295-6684,43.05524,-79.0424,905-295-3251,http://riverview.dsbn.org/
491861,B66150,Ross Public School,Public,Elementary,358 Niagara St,Welland,Welland,Ontario,L3C1K9,905-734-1788,43.0006,-79.2522,905-734-4273,http://ross.dsbn.org/
505382,B66150,Senator Gibson Public School,Public,Elementary,4944 John St,Lincoln,Beamsville,Ontario,L0R1B6,905-563-0522,43.17094,-79.4727,905-563-7431,http://senatorgibson.dsbn.org/
514748,B66150,Simcoe Street Public School,Public,Elementary,4760 Simcoe St,Niagara Falls,Niagara Falls,Ontario,L2E1V6,905-358-1768,43.10222,-79.072,905-358-9121,http://simcoestreet.dsbn.org/
942464,B66150,Sir Winston Churchill Secondary School,Public,Secondary,101 Glen Morris Dr,St. Catharines,St Catharines,Ontario,L2T2N1,905-684-2505,43.1412,-79.2309,905-684-6349,http://sirwinston.dsbn.org/
517453,B66150,Smith Public School,Public,Elementary,18 Oakes Rd N,Grimsby,Grimsby,Ontario,L3M4B1,905-945-1824,43.20636,-79.6141,905-945-8014,http://smith.dsbn.org/
117722,B66150,Smithville Public School,Public,Elementary,260 Canborough Street,West Lincoln,Smithville,Ontario,L0R2A0,905-957-4090,43.09885,-79.5442,905-957-7024,
944157,B66150,St Catharines Collegiate Institute and Vocational School,Public,Secondary,34 Catherine St,St. Catharines,St Catharines,Ontario,L2R5E7,905-687-1172,43.1668,-79.2452,905-687-7301,http://collegiate.dsbn.org/
529648,B66150,St Davids Public School,Public,Elementary,1344 York Rd,Niagara-on-the-Lake,St Davids,Ontario,L0S1P0,905-262-5114,43.1587,-79.1068,905-262-4533,http://stdavids.dsbn.org/
945064,B66150,Stamford Collegiate,Public,Secondary,5775 Drummond Rd,Niagara Falls,Niagara Falls,Ontario,L2G4L2,905-354-6618,43.0907,-79.0983,905-354-7409,http://stamford.dsbn.org/
535419,B66150,Steele Street Public School,Public,Elementary,214 Steele St,Port Colborne,Port Colborne,Ontario,L3K4X7,905-834-5281,42.8852,-79.2605,905-834-4333,http://steelestreet.dsbn.org/
536636,B66150,Stevensville Public School,Public,Elementary,3521 Main St E,Fort Erie,Stevensville,Ontario,L0S1V0,905-382-3071,42.9437,-79.0477,905-382-3122,http://stevensville.dsbn.org/
948055,B66150,Thorold Secondary School,Public,Secondary,50 Ormond St N,Thorold,Thorold,Ontario,L2V1Z1,905-227-1505,43.12904,-79.1988,905-227-1188,http://tss.dsbn.org/
254519,B66150,Twenty Valley Public School,Public,Elementary,4057 Victoria Avenue,West Lincoln,Vineland,Ontario,L0R2C0,,43.15851,-79.3919,,
569348,B66150,Valley Way Public School,Public,Elementary,5315 Valley Way,Niagara Falls,Niagara Falls,Ontario,L2E1X4,905-356-1772,43.10193,-79.0821,905-356-6611,http://valleyway.dsbn.org/
573507,B66150,Victoria Public School,Public,Elementary,5635 Heritage Dr,Niagara Falls,Niagara Falls,Ontario,L2J3L6,905-354-9385,43.12898,-79.09,905-354-1321,http://victoria.dsbn.org/
947180,B66150,Welland Centennial Secondary School,Public,Secondary,240 Thorold Rd,Welland,Welland,Ontario,L3C3W2,905-735-8063,43.0048,-79.267,905-735-0700,http://centennial.dsbn.org/
156841,B66150,Wellington Heights Public School,Public,Elementary,9 Alsop Ave,Pelham,Fenwick,Ontario,L0S1C0,905-892-3666,43.02813,-79.3564,905-892-3251,http://ewfarr.dsbn.org/
951561,B66150,West Niagara Secondary School,Public,Secondary,5699 King St.,Lincoln,Beamsville,Ontario,L0R1B3,,43.18368,-79.512664,,https://westniagara.dsbn.org/
598984,B66150,Westdale Public School,Public,Elementary,130 Rykert St,St. Catharines,St Catharines,Ontario,L2S2B4,905-682-6332,43.13943,-79.2618,905-682-9284,http://westdale.dsbn.org/
952214,B66150,Westlane Secondary School,Public,Secondary,5960 Pitton Rd,Niagara Falls,Niagara Falls,Ontario,L2H1T5,905-356-1885,43.0875,-79.1316,905-356-2401,http://westlane.dsbn.org/
602493,B66150,Westmount Public School,Public,Elementary,73 Ann St,Thorold,Thorold,Ontario,L2V2J8,905-227-9728,43.12625,-79.2115,905-227-3827,http://westmount.dsbn.org/
607436,B66150,William E Brown Public School,Public,Elementary,31870 Lee St,Wainfleet,Wainfleet,Ontario,L0S1V0,905-899-1120,42.92441,-79.3744,905-899-3471,http://webrown.dsbn.org/
510530,B66150,William Hamilton Merritt Public School,Public,Elementary,114 Linwell Rd,St. Catharines,St Catharines,Ontario,L2N6N8,905-937-8845,43.18828,-79.2566,905-937-0510,http://sheridanpark.dsbn.org/
581178,B66150,Winger Public School,Public,Elementary,53220 Winger Rd,Wainfleet,Wainfleet,Ontario,L0S1V0,905-899-1870,42.9457,-79.4408,905-899-3821,http://winger.dsbn.org/
618870,B66150,Woodland Public School,Public,Elementary,1511 7th St Louth,Lincoln,St Catharines,Ontario,L2R6P9,905-685-1332,43.1756,-79.3091,905-685-1331,http://woodland.dsbn.org/
045578,B28002,Bertha Shaw Public School,Public,Elementary,109 Powell Ave,Timmins,South Porcupine,Ontario,P0N1H0,705-360-8053,48.48284,-81.2095,705-360-8052,www.dsb1.ca/schools/berthashaw
097969,B28002,Central School,Public,Elementary,23 Station Rd,Kirkland Lake,Kirkland Lake,Ontario,P2N3H2,705-567-5553,48.15173,-80.0296,705-567-4030,www.dsb1.ca/schools/central
252018,B28002,Clayton Brown Public School,Public,Elementary,27 10th St,Hearst,Hearst,Ontario,P0L1N0,705-362-7392,49.68727,-83.6673,705-362-4591,www.dsb1.ca/schools/clayton
902292,B28002,Cochrane High School,Public,Secondary,453 B Chalmers Avenue,Cochrane,Cochrane,Ontario,P0L1C0,705-272-4384,49.07518,-81.019,705-272-4372,www.dsb1.ca/schools/eschs
114073,B28002,Cochrane Public School,Public,Elementary,453 A Chalmers Avenue,Cochrane,Cochrane,Ontario,P0L1C0,705-272-2713,49.07481,-81.0189,705-272-3246,www.dsb1.ca/schools/cochrane
140210,B28002,Diamond Jubilee Public School,Public,Elementary,61 Devonshire St,Kapuskasing,Kapuskasing,Ontario,P5N1C5,705-335-6489,49.42065,-82.4345,705-335-2811,www.dsb1.ca/schools/diamond
282170,B28002,Elk Lake Public School,Public,Elementary,41 First St,James,Elk Lake,Ontario,P0J1G0,705-678-2388,47.73241,-80.3377,705-678-2229,www.dsb1.ca/schools/elklake
908924,B28002,Englehart High School,Public,Secondary,61 Fourth St,Englehart,Englehart,Ontario,P0J1H0,705-544-8577,47.82308,-79.8731,705-544-2337,www.dsb1.ca/schools/ehs
181552,B28002,Englehart Public School,Public,Elementary,70 Eighth Ave,Englehart,Englehart,Ontario,P0J1H0,705-544-2018,47.82139,-79.8706,705-544-2345,www.dsb1.ca/schools/englehart
619738,B28002,Englehart Secondary School (Elementary),Public,Elementary,61 Fourth St,Englehart,Englehart,Ontario,P0J1H0,705-544-8577,47.82078,-79.8753,705-544-2337,
193771,B28002,Federal Public School,Public,Elementary,80 Tweedsmuir Rd,Kirkland Lake,Kirkland Lake,Ontario,P2N1J5,705-567-5289,48.16018,-80.0299,705-567-5288,http://www.dsb1.ca/schools/federal
221554,B28002,Golden Avenue Public School,Public,Elementary,117 Golden Avenue,Timmins,South Porcupine,Ontario,P0N1H0,705-235-3260,48.47741,-81.2118,705-360-8054,http://www.dsb1.ca/schools/golden
916293,B28002,Hearst High School,Public,Secondary,27 10th St,Hearst,Hearst,Ontario,P0L1N0,705-362-7392,49.68741,-83.6677,705-362-4591,http://www.dsb1.ca/schools/hhs
076104,B28002,Iroquois Falls Public School,Public,Elementary,900 Centennial St,Iroquois Falls,Iroquois Falls,Ontario,P0K1G0,705-232-6516,48.76252,-80.6898,705-232-6651,http://www.dsb1.ca/schools/ifps
918288,B28002,Iroquois Falls Secondary School,Public,Secondary,44 Anson Dr,Iroquois Falls,Iroquois Falls,Ontario,P0K1E0,705-258-3431,48.76882,-80.6833,705-258-3921,http://www.dsb1.ca/ifss
600222,B28002,Iroquois Falls Secondary School (Elementary),Public,Elementary,44 Anson Dr,Iroquois Falls,Iroquois Falls,Ontario,P0K1E0,705-258-3431,48.7685,-80.6821,705-258-3921,
347957,B28002,Joseph H Kennedy Public School,Public,Elementary,422 4th Avenue,Black River - Matheson,Matheson,Ontario,P0K1N0,705-273-2530,48.53562,-80.4633,705-273-2324,http://www.dsb1.ca/schools/jhk
919063,B28002,Kapuskasing District High School,Public,Secondary,61 Devonshire St,Kapuskasing,Kapuskasing,Ontario,P5N1C5,705-335-8899,49.42065,-82.4345,705-335-6164,http://www.dsb1.ca/schools/kdhs
291048,B28002,Kerns Public School,Public,Elementary,946021 Maybrook Rd,Kerns,Thornloe,Ontario,P0J1S0,705-647-0226,47.66674,-79.7498,705-647-0225,http://www.dsb1.ca/schools/kerns/index.php
296600,B28002,Kirkland Lake District Composite Elementary School,Public,Elementary,60 Allen Ave,Kirkland Lake,Kirkland Lake,Ontario,P2N3J5,705-568-8829,48.14911,-80.0209,705-567-4981,http://www.dsb1.ca/schools/kldcs/index.php
920363,B28002,Kirkland Lake District Composite Secondary School,Public,Secondary,60 Allen Ave,Kirkland Lake,Kirkland Lake,Ontario,P2N3J5,705-568-8829,48.18484,-80.0208,705-567-4981,http://www.dsb1.ca/schools/kldcs/index.php
384224,B28002,New Liskeard Public School,Public,Elementary,141 Dymond St,New Liskeard,New Liskeard,Ontario,P0J1P0,705-647-9608,47.51159,-79.6769,705-647-7341,http://www.dsb1.ca/schools/nlps
933287,B28002,PACE,Public,Secondary,273 Third Ave,Timmins,Timmins,Ontario,P4N1E2,705-268-3055,48.47482,-81.3294,705-360-8058,http://www.dsb1.ca/pace/
445061,B28002,Pinecrest Public School,Public,Elementary,542 Toke St,Timmins,Timmins,Ontario,P4N6W1,705-264-7778,48.48786,-81.3175,705-264-7972,http://www.dsb1.ca/schools/pinecrest
468371,B28002,R Ross Beattie Senior Public School,Public,Elementary,300 Pearl Ave,Timmins,Timmins,Ontario,P4N7X5,705-264-4466,48.4813,-81.3453,705-264-9438,http://www.dsb1.ca/schools/rrb
943509,B28002,Roland Michener Secondary School,Public,Secondary,155 Legion Dr,Timmins,South Porcupine,Ontario,P0N1H0,705-360-8057,48.4826,-81.2137,705-360-8056,http://www.dsb1.ca/schools/rmss/index.php
428797,B28002,Roland Michener Secondary School (Elementary),Public,Elementary,155 Legion Dr,Timmins,South Porcupine,Ontario,P0N1H0,705-360-8057,48.4826,-81.2137,705-360-8056,http://www.dsb1.ca/rmss
502030,B28002,Schumacher Public School,Public,Elementary,64 Croatia Ave,Timmins,Schumacher,Ontario,P0N1G0,705-267-5285,48.47474,-81.2969,705-360-1780,http://www.dsb1.ca/schools/schumacher
519294,B28002,Smooth Rock Falls Public School,Public,Elementary,50 Third St,Smooth Rock Falls,Smooth Rock Falls,Ontario,P0L2B0,705-338-2992,49.27731,-81.6342,705-338-2755,http://www.dsb1.edu.ca/schools/srfps
550809,B28002,Temagami Public School,Public,Elementary,11 School Rd,Temagami,Temagami,Ontario,P0H2H0,705-569-2863,47.06779,-79.789,705-569-3450,www.dsb1.ca/schools/temagami
946940,B28002,Timiskaming District Secondary School,Public,Secondary,90 Niven St,New Liskeard,New Liskeard,Ontario,P0J1P0,705-647-9260,47.51151,-79.6796,705-647-7336,http://www.dsb1.ca/tdss/
050571,B28002,Timiskaming District Secondary School (Elementary),Public,Elementary,90 Niven St,New Liskeard,New Liskeard,Ontario,P0J1P0,705-647-9260,47.51151,-79.6796,705-647-7336,http://www.dsb1.ca/schools/tdss
270291,B28002,Timmins Centennial Public School,Public,Elementary,545 Wilcox St,Timmins,Timmins,Ontario,P4N3K5,705-264-8283,48.46426,-81.3376,705-264-8282,http://www.dsb1.ca/schools/tcps/index.php
948578,B28002,Timmins High and Vocational School,Public,Secondary,451 Theriault Blvd,Timmins,Timmins,Ontario,P4N8B2,705-268-6603,48.48595,-81.3499,705-360-1411,http://www.dsb1.ca/schools/thvs
361747,B28002,W Earle Miller Public School,Public,Elementary,200 Victoria Ave,Timmins,Timmins,Ontario,P4N8G9,705-268-9201,48.49205,-81.3416,705-268-5555,http://www.dsb1.ca/schools/wemiller
685461,B67083,All Saints Catholic School,Catholic,Elementary,4105 Colonial Dr,Mississauga,Mississauga,Ontario,L5L4E8,905-828-1744,43.53156,-79.7106,905-828-6348,http://www.dpcdsb.org/ALLST
687308,B67083,Ascension of Our Lord Secondary School,Catholic,Secondary,7640 Anaka Drive,Mississauga,Mississauga,Ontario,L4T3H7,905-678-7177,43.72338,-79.6535,905-676-1287,http://www.dpcdsb.org/ASCEN
689556,B67083,Bishop Francis Allen Catholic School,Catholic,Elementary,325 McMurchy Ave S,Brampton,Brampton,Ontario,L6Y1Z4,905-457-2891,43.66624,-79.7462,905-457-4677,http://www.dpcdsb.org/BFALN
706418,B67083,Blessed Michael J. McGivney Catholic Elementary School,Catholic,Elementary,450 Fernforest Dr,Brampton,Brampton,Ontario,L5R2P7,905-792-5054,43.7529,-79.7679,905-792-0630,http://www.dpcdsb.org/GIVNY
693715,B67083,Canadian Martyrs School,Catholic,Elementary,1185 Mississauga Valley Blvd,Mississauga,Mississauga,Ontario,L5A3R7,905-275-8187,43.59904,-79.6219,905-275-0094,http://www.dpcdsb.org/CMART
749813,B67083,Cardinal Ambrozic Catholic Secondary School,Catholic,Secondary,10 Castle Oaks Crossing,Brampton,Brampton,Ontario,L6P3A2,,43.78772,-79.6831,,http://www.dpcdsb.org/AMBRO
850888,B67083,Cardinal Leger Secondary School,Catholic,Secondary,75 Mary St,Brampton,Brampton,Ontario,L6W3K5,905-796-9620,43.68409,-79.7505,905-453-2232,http://www.dpcdsb.org/LEGER
697095,B67083,Christ The King Catholic School,Catholic,Elementary,3240 Garthwood Rd,Mississauga,Mississauga,Ontario,L5L5A3,905-569-2797,43.52396,-79.695,905-569-0220,http://www.dpcdsb.org/CKING
701807,B67083,Corpus Christi School,Catholic,Elementary,4155 Elora Dr,Mississauga,Mississauga,Ontario,L5B3N4,905-566-4333,43.5848,-79.6522,905-897-7037,http://www.dpcdsb.org/CORPC
703222,B67083,Divine Mercy School,Catholic,Elementary,2840 Duncairn Dr,Mississauga,Mississauga,Ontario,L5M5C6,905-812-4922,43.55954,-79.7238,905-812-5445,http://www.dpcdsb.org/DMRCY
696307,B67083,Father C W Sullivan Catholic School,Catholic,Elementary,62 Seaborn Rd,Brampton,Brampton,Ontario,L6V2C1,905-453-2963,43.70595,-79.7466,905-453-5020,http://www.dpcdsb.org/CWSUL
